,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],,Es Sensible,Apto VLM
,141,"  4,285 ",  763 ,  0.0001 ,  0.0007 ,  0.0293 ,  6 ,  240 ,  0.03 ,  14.30 ,  45.00 ,  190.00 ,,NO,SI
,142,  601 ,  109 ,  0.0002 ,  0.0042 ,  0.0168 ,  25 ,  100 ,  0.16 ,  6.50 ,  152.00 ,  220.00 ,,NO,SI
,143,  773 ,  135 ,  0.0002 ,  0.0043 ,  0.0340 ,  25 ,  200 ,  0.07 ,  16.45 ,  100.00 ,  135.00 ,,NO,SI
,144,  979 ,  155 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.08 ,  25.00 ,  25.00 ,  78.50 ,,NO,SI
,145,"  1,017 ",  180 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.09 ,  24.83 ,  24.83 ,  78.00 ,,NO,SI
,146,  557 ,  93 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.10 ,  25.00 ,  25.00 ,  79.00 ,,NO,SI
,147,  645 ,  110 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.10 ,  25.00 ,  25.00 ,  79.00 ,,NO,SI
,148,  730 ,  94 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.12 ,  25.00 ,  25.00 ,  79.00 ,,NO,SI
,149,  332 ,  65 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.13 ,  25.00 ,  25.00 ,  77.50 ,,NO,SI
,150,  311 ,  52 ,  0.0001 ,  0.0008 ,  0.0076 ,  10 ,  100 ,  0.14 ,  25.00 ,  25.00 ,  78.50 ,,NO,SI
,151,  313 ,  42 ,  0.0051 ,  -   ,  0.0254 ,  -   ,  5 ,  3.90 ,  35.61 ,  785.00 ,  175.00 ,,NO,SI
,152,"  1,673 ",  313 ,  0.0009 ,  -   ,  0.0214 ,  -   ,  25 ,  0.72 ,  45.00 ,  75.00 ,  195.00 ,,NO,SI
,153,"  1,639 ",  346 ,  0.0035 ,  -   ,  0.0696 ,  -   ,  20 ,  1.14 ,  50.25 ,  195.00 ,  225.00 ,,NO,SI
,154,  409 ,  79 ,  0.0009 ,  -   ,  0.0189 ,  -   ,  20 ,"  1,224.00 ",  49.00 ,  59.00 ,  278.00 ,,NO,SI
,155,  60 ,  12 ,  0.0054 ,  -   ,  0.0538 ,  -   ,  10 ,  2.64 ,  52.62 ,  205.00 ,  345.00 ,,NO,SI
,156,  175 ,  33 ,  0.0024 ,  -   ,  0.0244 ,  -   ,  10 ,"  1,727.00 ",  53.00 ,  105.00 ,  231.00 ,,NO,SI
,157,  365 ,  64 ,  0.0100 ,  -   ,  0.0399 ,  -   ,  4 ,  -   ,  105.00 ,  275.00 ,  290.00 ,,NO,SI
,158,  19 ,  3 ,  0.0004 ,  -   ,  0.0078 ,  -   ,  20 ,  0.57 ,  30.00 ,  150.00 ,  80.00 ,,NO,SI
,159,  28 ,  6 ,  0.0005 ,  -   ,  0.0095 ,  -   ,  20 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,160,  11 ,  4 ,  0.0012 ,  -   ,  0.0230 ,  -   ,  20 ,  1.41 ,  50.00 ,  170.00 ,  135.00 ,,NO,SI
,161,  16 ,  3 ,  0.0011 ,  -   ,  0.0110 ,  -   ,  10 ,  1.90 ,  50.00 ,  170.00 ,  135.00 ,,NO,SI
,162,  2 ,  331 ,  0.0031 ,  -   ,  0.0371 ,  -   ,  12 ,  0.69 ,  29.50 ,  425.00 ,  127.00 ,,NO,SI
,5163,"  1,786 ",  -   ,  0.0016 , #VALUE!,  0.0191 , -,  12 ,  0.69 ,  29.50 ,  425.00 ,  127.00 ,,NO,SI
,163,"  3,152 ",  466 ,  0.0001 ,  0.0045 ,  0.0225 ,  50 ,  250 ,  0.06 ,  17.32 ,  17.73 ,  230.00 ,,NO,SI
,164,"  2,555 ",  405 ,  0.0001 ,  0.0045 ,  0.0180 ,  50 ,  200 ,  0.09 ,  17.35 ,  17.81 ,  230.00 ,,NO,SI
,165,"  1,245 ",  191 ,  0.0001 ,  0.0047 ,  0.0188 ,  50 ,  200 ,  0.12 ,  17.54 ,  18.19 ,  230.00 ,,NO,SI
,166,  683 ,  59 ,  0.0001 ,  0.0074 ,  0.0147 ,  50 ,  100 ,  0.14 ,  22.00 ,  22.00 ,  230.00 ,,NO,SI
,167,  352 ,  50 ,  0.0001 ,  0.0074 ,  0.0147 ,  50 ,  100 ,  0.18 ,  22.50 ,  22.50 ,  230.00 ,,NO,SI
,168,  252 ,  30 ,  0.0002 ,  0.0117 ,  0.0234 ,  50 ,  100 ,  0.20 ,  30.36 ,  30.36 ,  230.00 ,,NO,SI
,169,  200 ,  29 ,  0.0003 ,  0.0125 ,  0.0250 ,  50 ,  100 ,  0.22 ,  31.00 ,  31.00 ,  215.00 ,,NO,SI
,170,  90 ,  12 ,  0.0003 ,  0.0125 ,  0.0250 ,  50 ,  100 ,  0.25 ,  27.00 ,  27.00 ,  225.00 ,,NO,SI
,171,  80 ,  16 ,  0.0003 ,  0.0069 ,  0.0138 ,  25 ,  50 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,172,  57 ,  9 ,  0.0005 ,  0.0125 ,  0.0250 ,  25 ,  50 ,  0.34 ,  30.00 ,  30.00 ,  210.00 ,,NO,SI
,173,  43 ,  6 ,  0.0004 ,  0.0112 ,  0.0224 ,  25 ,  50 ,  0.34 ,  40.50 ,  40.50 ,  225.00 ,,NO,SI
,174,  35 ,  8 ,  0.0005 ,  0.0137 ,  0.0275 ,  25 ,  50 ,  0.47 ,  41.00 ,  41.00 ,  230.00 ,,NO,SI
,175,  55 ,  5 ,  0.0005 ,  0.0137 ,  0.0275 ,  25 ,  50 ,  0.47 ,  41.00 ,  41.00 ,  230.00 ,,NO,SI
,176,"  4,641 ",  722 ,  0.0001 ,  0.0064 ,  0.0508 ,  50 ,  400 ,  0.06 ,  20.00 ,  65.00 ,  160.00 ,,NO,SI
,177,  359 ,  122 ,  0.0019 ,  -   ,  0.1132 ,  -   ,  60 ,  0.31 ,  105.00 ,  130.00 ,  115.00 ,,NO,SI
,5164,  394 ,  -   ,  0.0016 , #VALUE!,  0.0941 , -,  60 ,  0.31 ,  105.00 ,  130.00 ,  115.00 ,,NO,SI
,178,"  1,187 ",  166 ,  0.0003 ,  -   ,  0.0149 ,  -   ,  50 ,  0.23 ,  55.00 ,  55.00 ,  85.00 ,,NO,SI
,179,"  1,186 ",  169 ,  0.0003 ,  0.0156 ,  0.0312 ,  50 ,  100 ,  0.17 ,  22.50 ,  22.50 ,  485.00 ,,NO,SI
,180,  841 ,  130 ,  0.0004 ,  0.0093 ,  0.0186 ,  25 ,  50 ,  0.26 ,  22.00 ,  22.00 ,  485.00 ,,NO,SI
,181,  399 ,  66 ,  0.0004 ,  0.0093 ,  0.0186 ,  25 ,  50 ,  0.29 ,  22.22 ,  22.22 ,  485.00 ,,NO,SI
,182,  211 ,  36 ,  0.0004 ,  0.0091 ,  0.0182 ,  25 ,  50 ,  0.35 ,  22.50 ,  22.50 ,  485.00 ,,NO,SI
,183,  173 ,  49 ,  0.0006 ,  0.0158 ,  0.0317 ,  25 ,  50 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,184,  295 ,  47 ,  0.0006 ,  0.0150 ,  0.0300 ,  25 ,  50 ,  0.50 ,  31.30 ,  31.30 ,  485.00 ,,NO,SI
,185,  139 ,  20 ,  0.0006 ,  -   ,  0.0159 ,  -   ,  25 ,  0.59 ,  31.50 ,  31.50 ,  485.00 ,,NO,SI
,186,  45 ,  7 ,  0.0011 ,  -   ,  0.0263 ,  -   ,  25 ,  0.94 ,  41.90 ,  41.90 ,  485.00 ,,NO,SI
,187,  34 ,  4 ,  0.0011 ,  0.0106 ,  0.0212 ,  10 ,  20 ,  1.10 ,  41.38 ,  41.38 ,  485.00 ,,NO,SI
,188,  36 ,  6 ,  0.0013 ,  -   ,  0.0134 ,  -   ,  10 ,  1.27 ,  41.50 ,  41.50 ,  500.00 ,,NO,SI
,189,"  1,345 ",  218 ,  0.0006 ,  0.0038 ,  0.0305 ,  6 ,  48 ,  0.49 ,  24.00 ,  90.00 ,  290.00 ,,NO,SI
,190,  230 ,  26 ,  0.0049 ,  -   ,  0.0195 ,  -   ,  4 ,  1.43 ,  45.00 ,  275.00 ,  200.00 ,,NO,SI
,191,  86 ,  20 ,  0.0002 ,  -   ,  0.0230 ,  -   ,  100 ,  0.07 ,  13.50 ,  100.00 ,  150.00 ,,NO,SI
,192,"  7,305 ","  1,242 ",  0.0001 ,  -   ,  0.0128 ,  -   ,  100 ,  0.23 ,  13.00 ,  50.00 ,  330.00 ,,NO,SI
,193,"  6,527 ",  891 ,  0.0001 ,  -   ,  0.0128 ,  -   ,  100 ,  0.22 ,  13.00 ,  45.00 ,  330.00 ,,NO,SI
,194,  385 ,  63 ,  0.0004 ,  0.0084 ,  0.0418 ,  20 ,  100 ,  0.09 ,  35.45 ,  75.00 ,  115.00 ,,NO,SI
,195,"  2,234 ",  348 ,  0.0003 ,  0.0034 ,  0.0340 ,  12 ,  120 ,  0.11 ,  23.00 ,  45.00 ,  180.00 ,,NO,SI
,196,  332 ,  67 ,  0.0005 ,  -   ,  0.0325 ,  -   ,  60 ,  0.24 ,  32.30 ,  110.00 ,  130.00 ,,NO,SI
,197,  568 ,  94 ,  0.0008 ,  -   ,  0.0495 ,  -   ,  60 ,  0.31 ,  31.50 ,  135.00 ,  165.00 ,,NO,SI
,198,"  1,575 ",  271 ,  0.0015 ,  -   ,  0.0594 ,  -   ,  40 ,  0.62 ,  45.00 ,  160.00 ,  190.00 ,,NO,SI
,199,  885 ,  159 ,  0.0021 ,  -   ,  0.0421 ,  -   ,  20 ,  0.82 ,  43.63 ,  185.00 ,  212.00 ,,NO,SI
,200,  485 ,  85 ,  0.0024 ,  -   ,  0.0481 ,  -   ,  20 ,  1.03 ,  40.00 ,  210.00 ,  240.00 ,,NO,SI
,201,"  3,821 ",  666 ,  0.0004 ,  -   ,  0.0353 ,  -   ,  80 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,202,"  4,155 ",  540 ,  0.0011 ,  -   ,  0.0440 ,  -   ,  40 ,  0.38 ,  80.00 ,  100.00 ,  105.00 ,,NO,SI
,203,"  2,384 ",  398 ,  0.0008 ,  -   ,  0.0396 ,  -   ,  50 ,  0.24 ,  45.00 ,  115.00 ,  135.00 ,,NO,SI
,204,  234 ,  24 ,  0.0011 ,  -   ,  0.0328 ,  -   ,  30 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,205,"  1,117 ",  185 ,  0.0004 ,  0.0044 ,  0.0437 ,  10 ,  100 ,  0.16 ,  23.28 ,  80.00 ,  235.00 ,,NO,SI
,206,"  1,826 ",  305 ,  0.0004 ,  0.0044 ,  0.0437 ,  10 ,  100 ,  0.16 ,  12.00 ,  80.00 ,  240.00 ,,NO,SI
,207,  986 ,  170 ,  0.0004 ,  0.0044 ,  0.0437 ,  10 ,  100 ,  0.15 ,  23.00 ,  80.00 ,  240.00 ,,NO,SI
,208,"  1,819 ",  293 ,  0.0004 ,  0.0044 ,  0.0437 ,  10 ,  100 ,  0.15 ,  17.00 ,  80.00 ,  235.00 ,,NO,SI
,209,  385 ,  67 ,  0.0009 ,  0.0047 ,  0.0376 ,  5 ,  40 ,  0.30 ,  28.00 ,  110.00 ,  200.00 ,,NO,SI
,210,"  4,369 ",  798 ,  0.0011 ,  0.0111 ,  0.0445 ,  10 ,  40 ,  0.39 ,  23.20 ,  420.00 ,  175.00 ,,NO,SI
,211,"  5,611 ",  791 ,  0.0009 ,  0.0184 ,  0.0368 ,  20 ,  40 ,  0.17 ,  30.00 ,  90.00 ,  365.00 ,,NO,SI
,212,"  3,006 ",  558 ,  0.0014 ,  0.0141 ,  0.0565 ,  10 ,  40 ,  0.36 ,  27.16 ,  140.00 ,  555.00 ,,NO,SI
,213,"  2,462 ",  454 ,  0.0015 ,  0.0154 ,  0.0615 ,  10 ,  40 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,214,"  1,353 ",  208 ,  0.0017 ,  0.0166 ,  0.0664 ,  10 ,  40 ,  0.44 ,  29.00 ,  140.00 ,  660.00 ,,NO,SI
,215,  419 ,  191 ,  0.0008 ,  -   ,  0.0335 ,  -   ,  40 ,  0.60 ,  72.00 ,  95.00 ,  92.00 ,,NO,SI
,5165,  910 ,  -   ,  0.0006 , #VALUE!,  0.0252 , -,  40 ,  0.60 ,  72.00 ,  95.00 ,  92.00 ,,NO,SI
,216,  285 ,  51 ,  0.0020 ,  -   ,  0.0605 ,  -   ,  30 ,  0.69 ,  30.00 ,  126.00 ,  425.00 ,,NO,SI
,217,"  3,113 ",  537 ,  0.0001 ,  0.0068 ,  0.0136 ,  100 ,  200 ,  0.09 ,  10.20 ,  40.00 ,  280.00 ,,NO,SI
,218,"  1,118 ",  185 ,  0.0001 ,  0.0093 ,  0.0186 ,  100 ,  200 ,  0.14 ,  10.18 ,  40.00 ,  375.00 ,,NO,SI
,219,  876 ,  144 ,  0.0001 ,  0.0051 ,  0.0102 ,  50 ,  100 ,  0.13 ,  10.50 ,  40.00 ,  280.00 ,,NO,SI
,220,"  1,212 ",  166 ,  0.0001 ,  0.0056 ,  0.0111 ,  75 ,  150 ,  0.18 ,  13.35 ,  40.00 ,  330.00 ,,NO,SI
,221,  444 ,  85 ,  0.0002 ,  0.0088 ,  0.0175 ,  50 ,  100 ,  0.22 ,  15.50 ,  40.00 ,  320.00 ,,NO,SI
,222,  350 ,  56 ,  0.0003 ,  -   ,  0.0141 ,  -   ,  50 ,  0.46 ,  16.50 ,  40.00 ,  530.00 ,,NO,SI
,223,  310 ,  52 ,  0.0002 ,  -   ,  0.0101 ,  -   ,  50 ,  0.32 ,  18.50 ,  40.00 ,  330.00 ,,NO,SI
,224,"  2,278 ",  452 ,  0.0005 ,  0.0055 ,  0.0551 ,  12 ,  120 ,  0.09 ,  41.00 ,  90.00 ,  60.00 ,,NO,SI
,225,"  3,247 ",  503 ,  0.0003 ,  0.0035 ,  0.0350 ,  12 ,  120 ,  0.03 ,  22.00 ,  80.00 ,  130.00 ,,NO,SI
,226,"  3,969 ",  581 ,  0.0003 ,  0.0035 ,  0.0350 ,  12 ,  120 ,  0.05 ,  22.50 ,  80.00 ,  130.00 ,,NO,SI
,227,"  6,633 ",  812 ,  0.0003 ,  0.0039 ,  0.0395 ,  12 ,  120 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,228,"  4,896 ",  674 ,  0.0008 ,  -   ,  0.0396 ,  -   ,  50 ,  0.18 ,  45.00 ,  110.00 ,  135.00 ,,NO,SI
,229,"  1,481 ",  227 ,  0.0007 ,  0.0082 ,  0.0823 ,  12 ,  120 ,  0.15 ,  26.50 ,  130.00 ,  165.00 ,,NO,SI
,230,"  1,820 ",  311 ,  0.0001 ,  0.0010 ,  0.0102 ,  10 ,  100 ,  0.17 ,  24.80 ,  24.80 ,  76.20 ,,NO,SI
,231,"  1,801 ",  220 ,  0.0001 ,  -   ,  0.0058 ,  -   ,  50 ,  0.20 ,  35.00 ,  35.00 ,  80.00 ,,NO,SI
,232,  875 ,  132 ,  0.0001 ,  -   ,  0.0067 ,  -   ,  50 ,  0.24 ,  35.50 ,  35.00 ,  80.00 ,,NO,SI
,233,  395 ,  42 ,  0.0001 ,  -   ,  0.0063 ,  -   ,  50 ,  0.28 ,  34.22 ,  35.15 ,  80.57 ,,NO,SI
,234,"  2,177 ",  339 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  21.90 ,  21.90 ,  38.30 ,,NO,SI
,235,"  2,431 ",  331 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  21.95 ,  21.95 ,  37.90 ,,NO,SI
,236,"  4,578 ",  682 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  21.90 ,  21.90 ,  38.35 ,,NO,SI
,237,"  2,058 ",  312 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  22.00 ,  22.00 ,  38.32 ,,NO,SI
,238,"  2,535 ",  416 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  21.91 ,  21.91 ,  38.00 ,,NO,SI
,239,"  3,259 ",  560 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  22.00 ,  22.00 ,  38.16 ,,NO,SI
,240,"  2,855 ",  507 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.06 ,  22.03 ,  22.03 ,  38.07 ,,NO,SI
,241,"  2,105 ",  376 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  22.06 ,  22.06 ,  38.10 ,,NO,SI
,242,"  1,925 ",  317 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.45 ,  22.01 ,  22.01 ,  38.05 ,,NO,SI
,243,"  2,823 ",  484 ,  0.0001 ,  0.0010 ,  0.0102 ,  20 ,  200 ,  0.06 ,  24.00 ,  24.00 ,  38.20 ,,NO,SI
,244,"  2,362 ",  374 ,  0.0001 ,  0.0010 ,  0.0102 ,  20 ,  200 ,  0.07 ,  25.85 ,  25.85 ,  38.10 ,,NO,SI
,245,"  3,893 ",  575 ,  0.0001 ,  0.0010 ,  0.0102 ,  20 ,  200 ,  0.06 ,  95.50 ,  95.50 ,  38.09 ,,NO,SI
,246,"  1,154 ",  150 ,  0.0001 ,  0.0013 ,  0.0065 ,  20 ,  100 ,  0.08 ,  28.04 ,  28.04 ,  38.34 ,,NO,SI
,247,"  2,169 ",  309 ,  0.0001 ,  0.0021 ,  0.0103 ,  20 ,  100 ,  0.07 ,  27.87 ,  27.87 ,  38.15 ,,NO,SI
,248,"  1,245 ",  247 ,  0.0001 ,  0.0018 ,  0.0091 ,  20 ,  100 ,  0.09 ,  29.90 ,  29.90 ,  38.17 ,,NO,SI
,249,  616 ,  96 ,  0.0001 ,  0.0021 ,  0.0103 ,  20 ,  100 ,  0.11 ,  32.00 ,  32.00 ,  38.50 ,,NO,SI
,250,"  2,508 ",  260 ,  0.0001 ,  0.0021 ,  0.0103 ,  20 ,  100 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,251,  546 ,  87 ,  0.0002 ,  0.0016 ,  0.0155 ,  10 ,  100 ,  0.14 ,  34.50 ,  34.50 ,  42.50 ,,NO,SI
,252,  526 ,  77 ,  0.0002 ,  0.0016 ,  0.0155 ,  10 ,  100 ,  0.13 ,  34.00 ,  34.00 ,  42.50 ,,NO,SI
,253,  991 ,  151 ,  0.0001 ,  0.0013 ,  0.0126 ,  10 ,  100 ,  0.16 ,  35.91 ,  35.91 ,  42.16 ,,NO,SI
,254,  749 ,  109 ,  0.0001 ,  0.0013 ,  0.0126 ,  10 ,  100 ,  0.17 ,  37.84 ,  37.84 ,  41.73 ,,NO,SI
,255,  528 ,  80 ,  0.0002 ,  0.0021 ,  0.0213 ,  10 ,  100 ,  0.18 ,  38.00 ,  38.00 ,  42.50 ,,NO,SI
,256,"  3,685 ",  472 ,  0.0001 ,  0.0013 ,  0.0126 ,  10 ,  100 ,  0.47 ,  40.20 ,  40.20 ,  44.10 ,,NO,SI
,257,"  1,776 ",  251 ,  0.0001 ,  0.0014 ,  0.0143 ,  10 ,  100 ,  0.49 ,  41.84 ,  41.84 ,  44.16 ,,NO,SI
,258,  338 ,  62 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.05 ,  22.50 ,  22.50 ,  38.50 ,,NO,SI
,259,"  1,053 ",  171 ,  0.0001 ,  0.0014 ,  0.0138 ,  20 ,  200 ,  0.05 ,  21.94 ,  21.94 ,  38.34 ,,NO,SI
,260,"  1,005 ",  161 ,  0.0001 ,  0.0014 ,  0.0138 ,  20 ,  200 ,  0.05 ,  21.70 ,  21.70 ,  38.30 ,,NO,SI
,261,  696 ,  144 ,  0.0000 ,  0.0008 ,  0.0084 ,  20 ,  200 ,  0.06 ,  22.00 ,  22.00 ,  38.20 ,,NO,SI
,262,  414 ,  77 ,  0.0001 ,  0.0014 ,  0.0138 ,  20 ,  200 ,  0.05 ,  22.00 ,  22.00 ,  38.50 ,,NO,SI
,263,  333 ,  74 ,  0.0001 ,  0.0010 ,  0.0100 ,  20 ,  200 ,  0.06 ,  24.00 ,  24.00 ,  38.50 ,,NO,SI
,264,  765 ,  110 ,  0.0001 ,  0.0014 ,  0.0138 ,  20 ,  200 ,  0.06 ,  26.00 ,  26.00 ,  38.50 ,,NO,SI
,265,  345 ,  53 ,  0.0001 ,  0.0007 ,  0.0065 ,  10 ,  100 ,  0.07 ,  28.00 ,  28.00 ,  38.50 ,,NO,SI
,266,  358 ,  44 ,  0.0001 ,  0.0011 ,  0.0210 ,  10 ,  200 ,  0.09 ,  29.93 ,  29.93 ,  30.21 ,,NO,SI
,267,  231 ,  39 ,  0.0001 ,  0.0011 ,  0.0105 ,  10 ,  100 ,  0.11 ,  32.00 ,  32.00 ,  38.50 ,,NO,SI
,268,  194 ,  40 ,  0.0001 ,  0.0013 ,  0.0126 ,  10 ,  100 ,  0.14 ,  33.81 ,  33.81 ,  30.32 ,,NO,SI
,269,  154 ,  35 ,  0.0001 ,  0.0013 ,  0.0126 ,  10 ,  100 ,  0.16 ,  37.93 ,  37.93 ,  30.20 ,,NO,SI
,270,  179 ,  33 ,  0.0002 ,  0.0021 ,  0.0213 ,  10 ,  100 ,  0.18 ,  39.96 ,  39.96 ,  30.03 ,,NO,SI
,271,  154 ,  29 ,  0.0002 ,  0.0021 ,  0.0213 ,  10 ,  100 ,  0.23 ,  41.78 ,  41.78 ,  44.47 ,,NO,SI
,272,"  1,919 ",  385 ,  0.0012 ,  0.0072 ,  0.0290 ,  6 ,  24 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,273,"  1,329 ",  249 ,  0.0013 ,  0.0075 ,  0.0375 ,  6 ,  30 ,  0.72 ,  46.50 ,  50.50 ,  280.00 ,,NO,SI
,274,"  4,761 ",  838 ,  0.0000 ,  0.0080 ,  0.0160 ,  500 ,"  1,000 ",  0.02 ,  9.15 ,  16.30 ,  95.58 ,,NO,SI
,275,"  10,973 ","  1,781 ",  0.0000 ,  0.0080 ,  0.0160 ,  500 ,"  1,000 ",  0.48 ,  23.60 ,  56.08 ,  330.00 ,,NO,SI
,276,"  17,636 ","  2,913 ",  0.0000 ,  0.0080 ,  0.0160 ,  500 ,"  1,000 ",  0.03 ,  10.00 ,  20.75 ,  115.70 ,,NO,SI
,277,"  7,433 ","  1,103 ",  0.0000 ,  0.0081 ,  0.0162 ,  300 ,  600 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,278,"  30,041 ","  4,652 ",  0.0000 ,  0.0080 ,  0.0160 ,  250 ,  500 ,  0.03 ,  10.60 ,  22.30 ,  120.00 ,,NO,SI
,279,"  18,229 ","  2,973 ",  0.0000 ,  0.0080 ,  0.0160 ,  200 ,  400 ,  0.05 ,  11.45 ,  24.40 ,  140.66 ,,NO,SI
,280,"  10,388 ","  1,679 ",  0.0001 ,  0.0080 ,  0.0159 ,  150 ,  300 ,  0.06 ,  13.60 ,  26.40 ,  155.00 ,,NO,SI
,281,"  24,366 ","  3,694 ",  0.0001 ,  0.0080 ,  0.0160 ,  125 ,  250 ,  0.08 ,  13.46 ,  29.20 ,  165.00 ,,NO,SI
,282,"  12,465 ","  2,050 ",  0.0001 ,  0.0080 ,  0.0160 ,  100 ,  200 ,  0.10 ,  15.42 ,  31.82 ,  180.00 ,,NO,SI
,283,"  10,032 ","  1,659 ",  0.0001 ,  0.0080 ,  0.0160 ,  100 ,  200 ,  0.10 ,  15.55 ,  33.63 ,  190.00 ,,NO,SI
,284,"  10,655 ","  1,336 ",  0.0001 ,  0.0080 ,  0.0160 ,  80 ,  160 ,  0.12 ,  18.60 ,  35.80 ,  205.00 ,,NO,SI
,285,"  10,831 ","  1,847 ",  0.0001 ,  0.0080 ,  0.0161 ,  60 ,  120 ,  0.15 ,  18.15 ,  37.78 ,  217.78 ,,NO,SI
,286,"  6,451 ","  1,104 ",  0.0002 ,  0.0080 ,  0.0160 ,  50 ,  100 ,  0.18 ,  17.74 ,  39.09 ,  230.00 ,,NO,SI
,287,"  2,779 ",  469 ,  0.0002 ,  0.0080 ,  0.0160 ,  40 ,  80 ,  0.22 ,  21.70 ,  44.88 ,  255.00 ,,NO,SI
,288,"  4,990 ",  587 ,  0.0002 ,  0.0080 ,  0.0160 ,  40 ,  80 ,  0.36 ,  19.77 ,  46.44 ,  265.00 ,,NO,SI
,289,"  2,276 ",  373 ,  0.0003 ,  0.0080 ,  0.0160 ,  30 ,  60 ,  0.33 ,  22.27 ,  49.55 ,  290.00 ,,NO,SI
,290,"  1,185 ",  209 ,  0.0004 ,  0.0080 ,  0.0160 ,  20 ,  40 ,  0.45 ,  27.55 ,  56.20 ,  330.00 ,,NO,SI
,291,"  2,351 ",  410 ,  0.0004 ,  0.0080 ,  0.0160 ,  20 ,  40 ,  0.50 ,  27.60 ,  58.85 ,  350.00 ,,NO,SI
,292,"  1,667 ",  280 ,  0.0005 ,  0.0080 ,  0.0160 ,  15 ,  30 ,  0.55 ,  26.00 ,  60.53 ,  355.00 ,,NO,SI
,293,"  1,126 ",  190 ,  0.0005 ,  0.0080 ,  0.0160 ,  15 ,  30 ,  0.67 ,  27.00 ,  64.11 ,  380.00 ,,NO,SI
,294,"  1,682 ",  335 ,  0.0000 ,  0.0080 ,  0.0160 ,  500 ,"  1,000 ",  0.02 ,  8.00 ,  14.22 ,  90.52 ,,NO,SI
,295,"  4,268 ",  704 ,  0.0000 ,  0.0080 ,  0.0160 ,  250 ,  500 ,  0.04 ,  11.70 ,  22.34 ,  125.72 ,,NO,SI
,296,"  3,551 ",  574 ,  0.0000 ,  0.0080 ,  0.0160 ,  200 ,  400 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,297,"  5,229 ",  936 ,  0.0001 ,  0.0080 ,  0.0160 ,  125 ,  250 ,  0.08 ,  14.02 ,  29.40 ,  165.00 ,,NO,SI
,298,"  4,308 ",  754 ,  0.0001 ,  0.0080 ,  0.0160 ,  100 ,  200 ,  0.09 ,  14.42 ,  31.90 ,  180.00 ,,NO,SI
,299,"  1,444 ",  291 ,  0.0001 ,  0.0080 ,  0.0160 ,  100 ,  200 ,  0.15 ,  17.23 ,  37.96 ,  215.00 ,,NO,SI
,300,  687 ,  160 ,  0.0004 ,  0.0080 ,  0.0160 ,  20 ,  40 ,  0.25 ,  21.00 ,  46.53 ,  265.00 ,,NO,SI
,301,  541 ,  115 ,  0.0004 ,  0.0080 ,  0.0160 ,  20 ,  40 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,302,"  1,892 ",  349 ,  0.0009 ,  0.0090 ,  0.0900 ,  10 ,  100 ,  -   ,  -   ,  -   ,  -   ,,NO,SI
,303,"  1,675 ",  294 ,  0.0009 ,  0.0094 ,  0.0935 ,  10 ,  100 ,  0.15 ,  20.00 ,  160.00 ,  200.00 ,,NO,SI
,304,  329 ,  46 ,  0.0000 ,  -   ,  0.0047 ,  -   ,  100 ,  0.08 ,  35.57 ,  35.72 ,  40.66 ,,NO,SI
